,Date Created,Number of Likes,Source of Tweet,Tweets
1357,2022-12-31 09:34:25+00:00,279269,,"It appears the insanity of the ruling elite is exposed worldwide now.

They have one command,

Do not speak out, behave as sheep."
1358,2022-12-31 00:26:12+00:00,399035,,The Matrix will only tell you what the Matrix needs you to believe.
1359,2022-12-28 21:26:23+00:00,263670,,"Thank you for confirming via your email address that you have a small penis @GretaThunberg 

The world was curious. 

And I do agree you should get a life ❤️ https://t.co/SMisajQRcf"
1360,2022-12-28 21:12:25+00:00,91583,,She ain’t ready.
1361,2022-12-28 20:56:27+00:00,203499,,"Strange as it may seem, there is a teenager out there who believes your government should tax you into poverty to stop the sun from being hot."
1362,2022-12-28 18:19:23+00:00,82219,,I got beans greens potatoes tomatoes lambs rams hogs dogs chicken turkey rabbits YOU NAME IT
1363,2022-12-28 17:48:28+00:00,70965,,"@YouTube Me. But I use https://t.co/julDJlQ1rf

They allow free thought :)"
1364,2022-12-28 14:42:13+00:00,3403,,@Droog28311267 @holidayspecial @GretaThunberg I noticed :)
1365,2022-12-28 13:11:57+00:00,36662,,Agreed.
1366,2022-12-28 12:37:21+00:00,210704,,@GretaThunberg How dare you?!
1367,2022-12-28 10:12:41+00:00,24131,,https://t.co/h7BUQ59npD
1368,2022-12-28 08:39:41+00:00,21796,,"As you dangle mortally on the cliff's edge, your fingertips burning as they dig into rock, you MUST hold until you are rescued. 

It doesn’t matter if you let go 5 minutes or 5 seconds before a helping hand appears. 

You STILL DIE. 

Almost a winner, is still a loser."
1369,2022-12-28 02:04:14+00:00,31288,,@pearlythingz Unlucky.
1370,2022-12-27 19:36:09+00:00,4436,,@DexterousAVI Congrats.
1371,2022-12-27 19:34:25+00:00,43051,,"Hot girl goes to Courchevel and posts videos of:

An Urus 
A 5 star hotel
Luxury dinners
Champagne lunches
Skiing

She edits into a nice little TikTok.

She paid for absolutely none of it and doesn’t even post the guy who did.

Clowns.

I’d be in EVERY SINGLE SHOT. 

HELLO 😁"
1372,2022-12-27 17:55:15+00:00,118938,,"Mum: ""Hi Andrew Piers morgan said you were shot and dead. Hope youre ok? Love you""

😂"
1373,2022-12-27 16:28:36+00:00,41399,,Me and my castle https://t.co/juxkDm3qXw
1374,2022-12-27 15:11:36+00:00,26256,,"The most interesting lessons from the Matrix movies

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/gz4ywZIFK5"
1375,2022-12-27 12:40:43+00:00,23524,,I bought both.
1376,2022-12-27 12:36:03+00:00,1994,,@raypaxful @GretaThunberg @builtwithbtc Who are you?
1377,2022-12-27 10:43:21+00:00,7905,,https://t.co/cGzxJEOCVH
1378,2022-12-27 10:05:06+00:00,36275,,@SBakerMD Balls
1379,2022-12-27 10:01:13+00:00,27275,,@Helder_CMarques @GretaThunberg I have a Rimac Nevera.
1380,2022-12-27 09:58:06+00:00,229984,,"Hello @GretaThunberg 

I have 33 cars. 

My Bugatti has a w16 8.0L quad turbo. 

My TWO Ferrari 812 competizione have 6.5L v12s.

This is just the start.

Please provide your email address so I can send a complete list of my car collection and their respective enormous emissions. https://t.co/ehhOBDQyYU"
1381,2022-12-27 09:27:24+00:00,67580,,@lukebelmar Andrew Tate.
1382,2022-12-27 07:50:32+00:00,29722,,"You know something.

What you know you can't explain, but you feel it.

You've felt it your entire life.

You know there's something wrong with the world, it’s a a splinter in your mind, driving you mad.

It is this feeling that has brought you to me."
1383,2022-12-27 05:40:11+00:00,74478,,Hard to kill.
1384,2022-12-26 20:16:31+00:00,60901,,"Men are expected to have money, intelligence, and other achievements.

Anything less? 

You’re called a loser.

Understand, life isn’t fair.

But that’s a good thing."
1385,2022-12-26 17:52:05+00:00,66826,,"Brothers.

Your enemies are plotting your absolute destruction.

And they are not taking days off to ""chill""

Do you understand?"
1386,2022-12-26 17:50:55+00:00,21544,,"@catturd2 Brother.

Your enemies are not lazy."
1387,2022-12-26 16:19:33+00:00,8244,,Where are we going today? https://t.co/uWLiFKGhd1
1388,2022-12-26 15:33:10+00:00,14571,,"How to resist the slave mind programming

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/kbkXWKyIwL"
1389,2022-12-26 13:49:58+00:00,51765,,"Why are all these ""business women"" and ""CEO"" chicks married to very rich men?

Its almost as if the man pays for their entire lives and their businesses are hobby bullshit."
1390,2022-12-26 13:24:26+00:00,26711,,"You get the life you deserve.

Most of you are cowards and so that is what you get.

If you want more?

DO MORE AND BECOME MORE."
1391,2022-12-26 10:35:28+00:00,19330,,https://t.co/6m0vwz3nJ5
1392,2022-12-26 09:29:25+00:00,49177,,"You’ve been programmed to be poor and weak.

Easily controlled.

HOWEVER, you can also be programmed to be rich and strong."
1393,2022-12-25 20:27:11+00:00,6255,,"The Real World. TRW
The War Room. TWR

TRW leads to TWR.

TWR provides a white path to follow.

Do you understand?

https://t.co/u4TVQU0BXF"
1394,2022-12-25 17:33:08+00:00,258021,,Jake finally fought KSI.
1395,2022-12-25 17:31:20+00:00,16554,,@devonviews He apologised. Lame.
1396,2022-12-25 16:02:14+00:00,13687,,"Imagine saying ""The cast is insane!"" and thinking anybody gives a fuck. Clown."
1397,2022-12-25 15:57:54+00:00,22777,,"The cast have confirmed this show is trash.

Do not watch."
1398,2022-12-25 15:47:13+00:00,21543,,"The best thing about being rich

Watch the full EM episode here:
https://t.co/nc4IRs93iX https://t.co/8BCbBO2NnL"
1399,2022-12-25 15:00:30+00:00,40758,,Romania https://t.co/yTUVAeJevY
1400,2022-12-25 12:39:38+00:00,7370,,Video please
1401,2022-12-25 12:38:09+00:00,72497,,"Tell your stupid cousin whos tripple vaxed and your auntie who watches CNN that they LIVE INSIDE OF THE MATRIX and have SLAVE MINDS at xmas dinner.

Start a huge family argument and call everyone brokies.

Say TOP G will make you so rich that youll never speak to them again."
1402,2022-12-25 11:39:24+00:00,79651,,"You are poor.
You are unimportant.
Men do not fear you.
Your woman disagrees with you.

Your lives are shit.

If I was forced to endure a year of your life it would be the worst level of depression imaginable."
1403,2022-12-25 11:27:25+00:00,8617,,https://t.co/bPHZcxQuSq
1404,2022-12-25 11:06:15+00:00,123828,,Where is my present @adinross
1405,2022-12-25 10:36:05+00:00,12427,,"TATE’S CHRISTMAS MESSAGE

Watch now:
https://t.co/BnJONDfsil https://t.co/tuY0K4TAJP"
1406,2022-12-25 10:22:25+00:00,154147,,"Merry Christmas to all the wageys and brokies.

Remember... you have work tomorrow."
1407,2022-12-24 21:28:31+00:00,8699,,@PublicAfghan I’m coming. DM.
1408,2022-12-24 21:28:09+00:00,397,,@PublicAfghan DM
1409,2022-12-24 21:18:21+00:00,67099,,"Death smiles at us all. 

All a man can do is smile back."
1410,2022-12-24 18:32:56+00:00,9996,,"Brother &lt;3 

https://t.co/8EUCQbL4Y0"
1411,2022-12-24 18:12:08+00:00,23981,,https://t.co/EIb5nt2mcR
1412,2022-12-24 17:33:07+00:00,4878,,Welcome to life outside of the matrix. Join: https://t.co/P0AAPfO8k2
1413,2022-12-24 17:30:03+00:00,62876,,MPBUH https://t.co/LQDR8SbOn1
1414,2022-12-24 16:04:46+00:00,218976,,"Christmas sees a lot of erratic and irresponsible driving. 

Everybody please be extra careful on the roads. 

As you know lots of men drink too much alcohol and are forced to let their wives drive."
1415,2022-12-24 15:52:13+00:00,20318,,"What if your family is not supporting your goals

Watch the full EM episode here:
https://t.co/nc4IRrQU4P https://t.co/O0eUFNGtfX"
1416,2022-12-24 12:23:01+00:00,15820,,G
1417,2022-12-24 12:22:45+00:00,25413,,@elonmusk @ggreenwald G
1418,2022-12-24 12:16:54+00:00,33137,,I rejected the offers @loganpaul took. They offered me hundreds of millions and I said no. https://t.co/nAx9KP9uhr
1419,2022-12-24 11:54:30+00:00,82400,,@LayahHeilpern @elonmusk Stop moaning woman.
1420,2022-12-24 10:48:35+00:00,35830,,I don’t understand how any self-respecting man can expect anything less than the absolute best of everything
1421,2022-12-24 09:23:13+00:00,82577,,"What did I tell you all about Logan Paul months ago?

I said hes an agent of the Matrix who will say anything he is told, and scam his own fans for personal gain.

If you listen to Tate, your life gets better.

if you listen to Logan, HIS LIFE gets better and yours gets worse."
1422,2022-12-24 08:02:56+00:00,7857,,https://t.co/LuGdw9gc2k
1423,2022-12-23 21:58:04+00:00,40503,,"Make a plan.

REFUSE to ever quit.

Otherwise your name will be erased from the flow of history.

History never remembers quitters.

What will you make your name mean?"
1424,2022-12-23 20:21:08+00:00,63262,,"My team has been tested. 

We survived assassination. 

I know my friends will die beside me. 

Enemies tried when we were at the bottom. 

And that’s why I made sure we all went to the top. 

Together."
1425,2022-12-23 18:20:12+00:00,22415,,"You’ll only change when you are genuinely uncomfortable

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/wQtdpj1dUT"
1426,2022-12-23 17:11:35+00:00,8308,,https://t.co/aNvZ3ZEZkv
1427,2022-12-23 16:17:57+00:00,14376,,"Great to meet @real_lord_miles

Encompassing the true British spirit of adventure, returning home with stories to tell. 

Very interesting to hear the Taliban are fans of mine. 

Top G! Top G! https://t.co/cJt8iRV9my"
1428,2022-12-23 11:57:47+00:00,37264,,"If you want to win, first you need to understand the game that you’re playing.

Join: https://t.co/P0AAPfO8k2 https://t.co/DWEPA0QDO8"
1429,2022-12-22 20:07:51+00:00,56994,,"In the last month I have been offered more than 400,000,000 dollars for endorsement deals.

And Ive said no to all of it, because I refuse to peddle trash or sell my soul.

If you obey Tate, your life gets BETTER.

You do not get sold trash or scams.

Ever."
1430,2022-12-22 18:08:47+00:00,24672,,"He’s right. 

Nobody’s going to listen to you if they don’t want to be you. 

And 99% of personal trainers are super boring dorks with lives far too close to average. 

Snore. https://t.co/5sUXZY21yc"
1431,2022-12-22 14:54:03+00:00,52342,,"Are you ready to generate the velocity needed to escape the Matrix?

We are waiting for you. 

Join: https://t.co/YPRqVWGqxw https://t.co/sXyCgOfwvt"
1432,2022-12-22 12:43:35+00:00,28967,,"Bugatti Chiron Pursport vs GTR Blackseries through the desert. 

Tell me. 

Why is your life so devoid of genuine experiences? https://t.co/pxkPSDGjrt"
1433,2022-12-22 10:01:14+00:00,80468,,Can’t trust 2s.
1434,2022-12-22 09:55:46+00:00,36062,,Smart woman. https://t.co/NmzwLd4JQJ
1435,2022-12-21 23:54:10+00:00,66256,,I know of no better life purpose than to perish in attempting the great and impossible.
1436,2022-12-21 21:34:59+00:00,22137,,@RationalMale This book is absolutely nothing to do with me. Some scammer using my name.
1437,2022-12-21 11:27:02+00:00,31937,,"We are winning. 

The agents of the Matrix are being discredited. 

Trust in the oppression systems decimated in real-time.

They attempted to cancel me and it back fired. 

They messed with the wrong man. 

I warned them in my “final message”

They should have listened. https://t.co/8M9FTrZJJn"
1438,2022-12-20 23:21:29+00:00,44136,,"Something has shifted in the Universe.

God has blessed many of you with the chance you'd been hoping for.

Will you notice it before it's too late?

The Universe can not give its graces to you all.

Tick Tok"
1439,2022-12-20 22:03:00+00:00,25328,,.@SadiqKhan
1440,2022-12-20 21:20:35+00:00,35314,,"Create a life you’re proud of.

Crafting every aspect of your reality with INTENTION.

Are you awake? Do you KNOW what you are doing?

Yes or no."
1441,2022-12-20 17:54:13+00:00,49508,,"See you soon @piersmorgan 

Put the kettle on will you?

No sugar.

Im sweet enough."
1442,2022-12-20 17:28:41+00:00,8776,,No need to imagine my friend.
1443,2022-12-20 17:27:53+00:00,5329,,"If you understand, we are waiting for you.

https://t.co/ecNjdhz2XV"
1444,2022-12-20 17:23:28+00:00,90948,,"Hard work gets you a BMW. 

Hard work inside of the right network gets you private planes. 

Do you understand?"
1445,2022-12-20 14:08:21+00:00,3698,,https://t.co/MeHzQiqCEO
1446,2022-12-20 13:50:31+00:00,10371,,@saylor Top M
1447,2022-12-20 13:10:28+00:00,12398,,"I got successful by listening

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/qgQeg9BNgo"
1448,2022-12-20 12:46:19+00:00,17027,,@JeremyClarkson Imagine saying sorry. Couldnt be me.
1449,2022-12-20 11:50:52+00:00,4084,,"When's the last time you've sat and discussed how to become rich?

If you don’t think about it. 

And you don’t speak about it. 

How is it ever going to happen?

Speak it into existence,

https://t.co/Q7eVI0PiaT"
1450,2022-12-20 11:47:05+00:00,10198,,https://t.co/f67nhdNhx4
1451,2022-12-20 10:30:45+00:00,65679,,"@elonmusk @WallStreetSilv Don’t step down Elon.

The world needs your bravery."
1452,2022-12-20 10:05:23+00:00,85228,,Hello my children.
1453,2022-12-18 20:31:36+00:00,19919,,"This is how you eat outside the Matrix.

Break free. https://t.co/DAV39WfJMX"
1454,2022-12-18 19:56:54+00:00,2259,,"https://t.co/yC0cAkPPSx

https://t.co/XVmtJAnDwx

Do not be average."
1455,2022-12-18 19:36:25+00:00,22317,,https://t.co/9D2aAlAl2h
1456,2022-12-18 19:36:16+00:00,20318,,"You’re welcome baby.

You’re not a nobody, and you have beautiful eyes. 

Would love to do a podcast. Waiting for you in Dubai ❤️ https://t.co/xrmnPuupfK"
1457,2022-12-18 16:21:46+00:00,11650,,"Hanging with your boys

Watch the full EM episode here:
https://t.co/nc4IRs93iX https://t.co/HnqbxqcUUO"
1458,2022-12-18 13:39:59+00:00,15793,,https://t.co/MBN9EQScCu
1459,2022-12-18 12:25:29+00:00,22935,,"I will buy some more bitcoin today.

Im diamond hands along with you brother."
1460,2022-12-18 11:36:14+00:00,41037,,"Anyone who’s not been “cancelled” is an agent of the matrix and a rat. 

Remember that when you watch their videos."
1461,2022-12-18 10:17:33+00:00,17434,,"Your life path was unique. 

But you are not unique.

You have ignored the unique and beautiful lessons god has given you via trauma.

You refused to analyse, absorb and WORK post lessons. 

So despite your unique life experience, you’re still very average.

You’re a loser."
1462,2022-12-18 09:00:40+00:00,14299,,"The rules are designed to prevent you from freedom. 

They’re so concisely derived that even if you break them - you stand near zero chance. 

You must CHANGE THE GAME that you’re playing entirely."
1463,2022-12-17 20:45:58+00:00,86010,,"We teach you how to escape the work consume die cycle. 

Over 200,000 students learning the secrets to wealth creation in real time.

They will leave you behind, unless you join them.

ESCAPE THE MATRIX.

Take the red pill here: https://t.co/P0AAPg5JIC https://t.co/jNqWdc9Byt"
1464,2022-12-17 20:08:22+00:00,4553,,Correct. Learn here: https://t.co/P0AAPg5JIC
1465,2022-12-17 20:01:27+00:00,104818,,"Hey @LloydsBank when the Matrix attacked me you froze my account for zero reason because youre agent controlled scum who believe bad (fake) press = no bank

Unfreeze the account its 3,200,000 pounds and I wanna give it all away on twitter

I dont need it because im a billionaire"
1466,2022-12-17 19:44:55+00:00,1408,,"@Earth_Updates @Notsoepicgamer7 I control the earths updates. 

I write the code."
1467,2022-12-17 19:40:39+00:00,17108,,"dunno why it sounds like I have a lisp. Matrix attack. 

Obvs i dont because im a G"
1468,2022-12-17 19:21:28+00:00,15877,,https://t.co/ZcBUCjf4NV
1469,2022-12-17 19:12:04+00:00,8735,,"Fuck it. Everyone who joins https://t.co/8EUCQbL4Y0 also gets 5 chances in the normal draw.

plus 1 chance in the specific real world draw.

200,000 dollars being sent TONIGHT."
1470,2022-12-17 19:03:17+00:00,10275,,"Join here: https://t.co/P0AAPg6hya

I will be giving away another 100,000 specifically for members. 

Tonight."
1471,2022-12-17 18:55:59+00:00,23324,,G
1472,2022-12-17 18:55:43+00:00,5134,,Agreed.
1473,2022-12-17 18:55:39+00:00,11506,,@NicoleBehnam Agreed.
1474,2022-12-17 18:35:39+00:00,104806,,"I made 1.1 million dollars today and spent 135,000 on clothes.

I have 8million dollars of cars being built. Most excited about the Koenigsegg Jesko Attack.

Theres literally nothing to buy with my enormous wealth and im bored so im going to call you all broke for fun."
1475,2022-12-17 18:18:34+00:00,6944,,"Anyone who has to lie and say ""5 hours left"" for some bullshit PDF has zero brand strength.

Devaluing themselves like lying whores to beg for pennies.

Theres infinity left because youre a brokie who needs money. Youd never say no to a single dollar.

Be quiet."
1476,2022-12-17 18:14:19+00:00,8196,,Thinking about it almost constantly lolol.
1477,2022-12-17 18:11:22+00:00,14651,,"You have wasted years of your life.

Years of wasted thoughts and stupid actions for nothing.

Millions of other people ignored it all completely and lived to the fullest with zero negative effect.

You are low IQ."
1478,2022-12-17 18:08:53+00:00,3309,,"I think this dude was part of the polygamy. 

Prob wants his Wednesday nights with everyones girlfriend back.

Seems to miss FTX badly."
1479,2022-12-17 17:43:56+00:00,3558,,"Some college nerds developed AI so that businessmen could apply it.

School teaches you how to spend years building tools.

The Real World teaches you how to use those tools to get rich.

Do you want to build Lamborghinis, or drive them?

Learn:
https://t.co/8EUCQbL4Y0"
1480,2022-12-17 17:05:52+00:00,18273,,"I will never forgive myself for failure. 

I am absolutely hard on myself. 

I never ever forgive myself. 

Failing is permanent pain. 

For the rest of my human years. 

This is why I never fail."
1481,2022-12-17 16:36:33+00:00,10641,,https://t.co/CGPgfoktP7
1482,2022-12-17 16:10:38+00:00,3807,,@ZeroBlunders Pussies.
1483,2022-12-17 15:22:27+00:00,9298,,"They control what you hear to control what you think. 

All of the heroes of the past would have been “banned”

What does this tell you?

@rumblevideo 

https://t.co/TM95waJGBm https://t.co/xV3zUBsUft"
1484,2022-12-17 13:30:08+00:00,42713,,Why am I not surprised https://t.co/6Vni3oCGMF
1485,2022-12-17 12:57:31+00:00,7296,,"Make your ancestors proud

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/SSFSe8h94f"
1486,2022-12-17 12:01:48+00:00,105950,,"Be yourself. 

Everyone else is taken."
1487,2022-12-17 08:54:35+00:00,15970,,"This is what people dont understand.

Broke people dont have anything.

Those in the middle try and have as much stuff as possible.

And the truly wealthy dont ""have"" anything."
1488,2022-12-16 18:23:49+00:00,18544,,"These pussies were scared of Covid but they ""wouldnt be afraid"" If feral internet psychopaths has exact locations.

Any normal person would be uncomfortable with this, let alone someone at Elons echelon.

This is fake outrage garbage.

Leave those accounts PERMA banned."
1489,2022-12-16 18:20:23+00:00,71396,,"The falsely virtuous saying that @elonmusk should accept REAL TIME doxxing are disingenuous clowns.

They would panic absolutely if they were the richest most important man alive and their enemies had REAL TIME info.

Physical safety is NUMBER ONE priority.

Elon is right to ban."
1490,2022-12-16 15:22:52+00:00,9361,,@AJA_Cortes Even he cant beat me.
1491,2022-12-16 11:04:19+00:00,76590,,@elonmusk NEVER
1492,2022-12-16 10:27:21+00:00,31779,,@elonmusk Never.
1493,2022-12-16 08:03:13+00:00,5763,,@adinross https://t.co/vSKXfAJ5sw
1494,2022-12-16 07:25:15+00:00,26382,,"Marriage counselling doesnt work.

The second that’s the only opinion - leave.

Women don’t respect men who can’t fix problems.

Sitting and whining to some old frail idiot to fix the problems of the relationship will only make her respect you even less."
1495,2022-12-15 19:37:25+00:00,12673,,"Bro you told your own son to get the vaccine to play baseball.

Its amazing how every single vax and mask cuck is now a tough guy.

Me and T were DAY ONE against this, ALL of you dudes cucked.

ALL. I remember reading all of it in disgust."
1496,2022-12-15 19:02:24+00:00,650,,@BV_Swifty I didnt write that trash. Some loser trying to profit off my name.
1497,2022-12-15 14:20:33+00:00,18016,,"If you think your woman really loves you.

Let her catch you cheating and see if she stays."
1498,2022-12-15 14:20:12+00:00,17868,,"Ghengis Khan had endless woman and 200 children as reward for conquest.

I am the most searched man on the planet.

I have conquered Earth.

I am the highest status male on the planet.

Females do not expect loyalty from me.

They only expect that of lesser men."
1499,2022-12-15 10:23:44+00:00,69098,,@LayahHeilpern Crypto.
1500,2022-12-15 10:14:58+00:00,29851,,It’s because im black. https://t.co/anCsWLYvjN
1501,2022-12-15 10:08:57+00:00,136757,,"I’m just going to come out and say the truth because everyone else is afraid. 

#HarryandMeganNetflix https://t.co/Exrxk1nGeL"
1502,2022-12-15 09:57:09+00:00,14974,,Back to work @AOC
1503,2022-12-15 08:46:52+00:00,5566,,Join the revolution: https://t.co/P0AAPg5JIC
1504,2022-12-15 08:42:19+00:00,257998,,.@adinross https://t.co/QmwvFRnjme
1505,2022-12-14 18:58:47+00:00,97104,,What colour is your prayer mat?
1506,2022-12-14 15:44:09+00:00,10049,,"I was having a cigar with Steven Seagal last week and he told me Van Damme was a sell-out cuck bitch who sucked off half of Hollywood.

ALWAYS listen to Seagal. https://t.co/iTeZbMzs7v"
1507,2022-12-14 15:41:20+00:00,16615,,"Eco activist?

Ohhhh. You mean BUMBACLART."
1508,2022-12-14 15:24:08+00:00,445780,,If they kill me I love you all.
1509,2022-12-14 14:41:02+00:00,24961,,"You must develop the demon hand but retain a soft heart. 

Demon hand and demon heart is a threat to the world.

Soft hand and soft heart is a useless man.

But a demon hand with a soft heart - 

The ability to kill, but the decision NOT too.

THIS is how good men live."
1510,2022-12-14 14:16:12+00:00,14427,,Wifey
1511,2022-12-14 13:58:37+00:00,85622,,"If a girl follows me and shes hot and I see a SINGLE picture of her in a private jet its BLOCK.

Women cant afford jets. Women are all brokies.

Why are you flying around on some mans jet?

You should have been a virgin when I met you.

HARAM."
1512,2022-12-14 13:48:32+00:00,70326,,"The Matrix offered me money to sell my soul and aid the devil.

I refused. 

They found a man with massive influence who also has genuine moral character and lives true to god.

So they attempted to cancel me.

They failed.

Soon they will try and kill me."
1513,2022-12-14 13:46:07+00:00,13441,,"The phrase “be like water” doesn’t only mean adapting to any situation. 

It means to be immensely powerful when directed, 

extremely cost-intensive for your enemies to contain, 

to be beautiful when calm 

and feared when angry. 

To be absolutely necessary for LIFE."
1514,2022-12-14 12:21:16+00:00,8478,,https://t.co/6VasVp9rhE
1515,2022-12-14 10:17:23+00:00,10754,,Even @BorisJohnson knows who the real leader of the UK is. https://t.co/wJpaXl62vC
1516,2022-12-14 09:03:31+00:00,38288,,"You get songs stuck in your head. 

I get ideas stuck in my head. 

Do you understand?"
1517,2022-12-14 07:49:15+00:00,17722,,"Mikes smart enough to know how bad they looked and is sorry.

They lost all credibility as agents of the Matrix and Mike wants to back away from that. Fair and smart. 

Logan is too stupid to read the room and understand he made a fool of himself, so continues being a fool. 🤡"
1518,2022-12-14 07:47:19+00:00,49346,,"Logan calls me gay as an insult, then says Im homophobic.

Logan (white as snow) calls a mixed race man Racist.

Logan is genuinely an idiot. Not even trying to internet beef. 

Hes clearly just low IQ.

Theres a reason everyone laughs at him.

Steroids fried his brain."
1519,2022-12-14 06:21:54+00:00,92634,,. @adinross https://t.co/PpfCxp9ffr
1520,2022-12-14 06:14:29+00:00,10014,,"Every period of history had men who conquered the known world.

Men with undeniable superiority over their peers.

Names spoken across the globe.

These men owned culture.

Genghis Khan
Atilla The Hun

You are witnessing the modern day equivalent in his prime.

Andrew Tate."
1521,2022-12-13 21:25:39+00:00,15346,,https://t.co/HszUMOedcN
1522,2022-12-13 16:28:29+00:00,50818,,"Reading books is for losers who are afraid to learn from life. 

So they try and learn from the life OTHERS have lived. 

But you never REALLY learn unless you lived it. 

You must feel it to believe it. 

Books are a total waste of time.

Education for cowards."
1523,2022-12-13 15:13:37+00:00,4498,,"Action and contentment

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/Eosow3AmRK"
1524,2022-12-13 14:53:37+00:00,27308,,"“Fortune favors the bold”

It’s absolutely true."
1525,2022-12-13 12:51:00+00:00,44039,,MashAllah https://t.co/vOueWu3QiO
1526,2022-12-13 12:32:10+00:00,9749,,https://t.co/bxTU1nLvxG
1527,2022-12-13 11:24:03+00:00,7666,,https://t.co/uJrpVXMsD0
1528,2022-12-13 09:19:47+00:00,44579,,"ACT HARDER. 

LIVE HARDER."
1529,2022-12-12 17:01:45+00:00,63971,,"BE SAVAGE in your approach towards what you want in life.

No more cowardly attempts.

Fully on, not half on."
1530,2022-12-12 15:54:28+00:00,14800,,wifey
1531,2022-12-12 14:57:40+00:00,14468,,Why is it that everyone who worked for the Obama Whitehouse is evil and low IQ?
1532,2022-12-12 14:30:27+00:00,7857,,https://t.co/Sh8UozZtIX
1533,2022-12-12 13:26:43+00:00,32129,,"I thank God my life was shit. 

It makes having a great life so much better. 

There is no light without dark.

I live the best life a young strong man can possibly live."
1534,2022-12-12 12:26:16+00:00,4433,,"My thoughts are not cloned

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/tEaJgC9G7v"
1535,2022-12-12 11:26:06+00:00,9651,,Bigot
1536,2022-12-12 10:44:10+00:00,65822,,"Imagine having less than 10 children because youre a pussy bitch who doesnt have 4 wives.

Genetic failures."
1537,2022-12-12 10:24:51+00:00,4754,,https://t.co/qkFHv109Cl
1538,2022-12-12 09:16:50+00:00,25589,,"It is your duty as a man to maintain your masculine edge.

All while having many kids to continue your legacy"
1539,2022-12-11 20:04:18+00:00,7563,,"Tate Crashes McLaren 765 LT VS Bugatti Chiron | Dubai Autodrome

Watch now:
https://t.co/rubF60hgDh https://t.co/kKdEVJF5K7"
1540,2022-12-11 18:53:32+00:00,3233,,"EMERGENCY MEETING - Ep. 8

Awakened Warrior

LIVE IN 10 MINS

Watch it here:
https://t.co/hdovsdGWtn https://t.co/ixZ8316uTG"
1541,2022-12-11 18:42:36+00:00,348,,@hunterpilled @banananiccce no he isnt.
1542,2022-12-11 17:34:30+00:00,11407,,https://t.co/BeyHMAQzPZ
1543,2022-12-11 15:44:08+00:00,4821,,"What the Matrix wants you to believe

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/M8CKLxGlmr"
1544,2022-12-11 15:25:50+00:00,40878,,wow jail.
1545,2022-12-11 14:35:36+00:00,12059,,"Hard times are here.

There's no more easy money out there to take.

All the amateurs will be exposed.

This is the time to become a professional.

You only have two choices.

Learn more here:
https://t.co/8EUCQbL4Y0 https://t.co/3klwUUifzc"
1546,2022-12-11 13:21:42+00:00,8246,,Haram.
1547,2022-12-11 12:54:51+00:00,25433,,"The kinda crap hippies say that sounds insightful but is utter garbage.

Animals literally shit on the floor and rip eachother apart.

Wait ok, we do the same in San Fran, bad example.

How about this.

Ive never seen a cow build a skyscraper. https://t.co/gfJ5LlkWEU"
1548,2022-12-11 12:51:47+00:00,1434,,"@AJA_Cortes Replace dog park for nightclub.

Humans are the same."
1549,2022-12-11 12:24:34+00:00,3352,,"The real world has over 150,000 students.

Over 150,000 people are learning how to make money outside of the Matrix.

Join our revolution here: https://t.co/P0AAPg5JIC"
1550,2022-12-11 12:09:39+00:00,5468,,https://t.co/bRtWF5P3Fe
1551,2022-12-11 11:28:08+00:00,30286,,"Most people overestimate the time it takes to accomplish things.

You can accomplish what most people take years to do within months.

It's something you need to FEEL to believe."
1552,2022-12-11 09:53:53+00:00,10218,,"Russian News mocks the USA. 

They understand exactly what’s going on. https://t.co/g9Z04wK5dk"
1553,2022-12-10 20:31:39+00:00,10450,,https://t.co/3ZMzgL7pRX
1554,2022-12-10 16:33:09+00:00,11156,,ok. specs shortly.
1555,2022-12-10 16:32:58+00:00,9789,,@iceyxdd @VadealFN i did notice him. You should hate less.
1556,2022-12-10 16:22:24+00:00,14424,,"This poll will decide what I buy, for real."
1557,2022-12-10 16:21:51+00:00,17585,,"Bored and feel like spending 3,000,000 on a car to match my Bugatti."
1558,2022-12-10 16:15:17+00:00,60145,,"So @Forbes  are asking for financial details to add me to the billionaires list.

I am the most viewed man on the planet, the most respected masculine role model alive, I own the entire idea of masculinity.

Of course im worth a measly B.

You do not need paperwork. Feds."
1559,2022-12-10 16:14:30+00:00,38089,,"Most people don’t believe it’s possible.

IT IS POSSIBLE

You can have EVERYTHING.

I’m reaching out to the few intelligent men out in the world who refuse to live anything less."
1560,2022-12-10 15:52:34+00:00,5707,,https://t.co/F5LRx5wFIn
1561,2022-12-10 12:20:12+00:00,5602,,"You can’t resist enslavement when you’re broke

Watch the full EM episode here:
https://t.co/LELFNW0MJs https://t.co/Fst8R2ioDz"
